,Brand,Model,Processor,RAM_GB,Storage_GB,Screen_Size_Inches,Price_USD,Operating_System,Weight_KG,Release_Year
5289,HP,3543,AMD Ryzen 5,32,256,16.7,1287,Windows 10,2.46,2019
5291,Razer,4779,Intel i5,8,2048,12.9,1247,Windows 11,1.5,2020
5299,Lenovo,9635,AMD Ryzen 5,16,1024,15.6,1137,Linux,1.29,2021
5303,Razer,8085,Intel i5,16,512,14.7,1445,Windows 10,1.54,2021
5305,HP,613,AMD Ryzen 7,16,2048,14.9,1556,Linux,2.38,2018
5312,Lenovo,9691,AMD Ryzen 7,32,256,11.8,1138,Windows 11,2.3,2024
5313,Razer,2800,Intel i9,16,2048,15.4,1367,Windows 11,1.55,2024
5315,Acer,1365,Intel i9,64,512,17.1,1265,Windows 10,2.78,2023
5316,Acer,1213,Intel i9,32,512,15.6,577,Windows 10,2.15,2018
5317,Dell,9501,AMD Ryzen 5,16,512,14.5,739,Windows 10,1.89,2024
5318,Lenovo,4002,AMD Ryzen 5,16,2048,16.7,1102,Linux,1.61,2022
5319,Asus,6524,AMD Ryzen 5,32,256,14.2,802,Linux,2.44,2023
5320,Dell,8556,AMD Ryzen 7,32,2048,16.1,1415,Linux,2.45,2024
5323,Dell,6633,AMD Ryzen 7,16,1024,13.1,1128,Linux,1.91,2022
5324,Microsoft,6640,AMD Ryzen 5,32,1024,16.7,1618,Windows 10,1.76,2018
5325,HP,4318,AMD Ryzen 7,32,2048,14.5,808,Windows 10,1.16,2020
5327,Lenovo,4834,Intel i5,32,2048,19.5,412,Windows 11,2.38,2018
5330,Microsoft,7037,Intel i5,64,1024,14.1,1735,Windows 10,1.81,2023
5331,Asus,3055,Intel i5,32,256,14.6,982,Linux,1.56,2019
5333,Microsoft,3073,AMD Ryzen 5,16,256,16.0,1336,Windows 10,0.69,2024
5334,Lenovo,999,AMD Ryzen 5,8,2048,13.8,905,Linux,1.81,2024
5338,Dell,6935,AMD Ryzen 5,8,512,14.2,2012,Windows 11,1.9,2022
5339,Lenovo,2219,AMD Ryzen 7,8,1024,16.5,1520,Windows 11,1.89,2020
5341,Microsoft,9696,AMD Ryzen 5,32,256,15.3,1550,Linux,2.09,2018
5342,Acer,3662,Intel i5,16,2048,14.7,878,Windows 10,1.51,2023
5345,Microsoft,7408,AMD Ryzen 7,8,2048,14.2,1026,Windows 11,1.21,2022
5351,Acer,9251,Intel i5,16,512,14.2,1911,Windows 10,1.92,2019
5352,Lenovo,5351,AMD Ryzen 7,32,2048,13.7,1193,Windows 10,1.87,2018
5354,Lenovo,8970,Intel i9,32,2048,13.5,1072,Windows 11,2.4,2020
5357,Dell,3262,AMD Ryzen 5,8,2048,12.2,1195,Windows 10,2.01,2023
5358,Dell,2979,Intel i5,16,2048,13.6,1912,Windows 10,1.09,2024
5359,Lenovo,8102,AMD Ryzen 7,64,2048,16.0,1134,Windows 11,1.82,2020
5361,Dell,5584,AMD Ryzen 7,64,2048,13.6,914,Windows 11,1.32,2019
5363,Dell,5806,AMD Ryzen 5,32,1024,16.6,1421,Windows 10,1.9,2021
5364,Asus,2040,AMD Ryzen 7,16,1024,15.4,920,Linux,1.2,2024
5365,Acer,3489,AMD Ryzen 7,8,2048,16.9,1329,Windows 10,1.4,2022
5366,Acer,2616,Intel i7,64,512,14.0,993,Windows 11,2.3,2020
5367,HP,9046,AMD Ryzen 7,64,512,14.7,455,Windows 10,1.86,2019
5371,Asus,5834,AMD Ryzen 7,32,2048,13.4,341,Linux,2.28,2024
5375,Lenovo,6729,Intel i9,64,512,14.4,1478,Windows 10,2.13,2018
5376,Asus,7216,Intel i5,32,1024,16.5,992,Linux,1.41,2023
5383,Razer,8972,AMD Ryzen 5,64,2048,16.0,1342,Linux,0.53,2021
5391,Dell,1290,AMD Ryzen 5,32,1024,15.4,1329,Linux,1.47,2021
5392,Microsoft,4032,Intel i7,32,256,17.2,1186,Windows 11,2.35,2019
5394,Acer,7221,AMD Ryzen 7,64,512,19.8,1306,Linux,0.49,2018
5397,Dell,178,Intel i7,16,1024,15.3,748,Windows 11,1.85,2020
5399,Razer,5295,Intel i7,64,2048,18.8,1469,Windows 11,2.23,2022
5400,Acer,7817,Intel i5,16,512,14.3,1686,Linux,2.25,2018
5402,Asus,4784,AMD Ryzen 5,16,512,16.9,1397,Windows 11,2.11,2022
5412,Acer,2534,Intel i5,64,512,12.7,1530,Windows 11,1.41,2024
5414,Razer,7735,Intel i7,32,512,17.2,613,Linux,1.99,2018
5417,Razer,7844,AMD Ryzen 5,8,512,16.2,623,Windows 11,1.29,2018
5419,Asus,3748,AMD Ryzen 5,32,1024,15.2,860,Windows 11,1.99,2020
5421,Lenovo,6044,Intel i5,8,1024,14.4,1452,Linux,2.19,2018
5422,Lenovo,7402,Intel i9,8,2048,14.6,674,Windows 11,1.45,2023
5428,Microsoft,6847,Intel i7,8,2048,14.6,2210,Linux,2.07,2019
5430,Lenovo,9048,AMD Ryzen 7,32,512,17.1,628,Windows 11,2.07,2018
5431,Microsoft,5073,Intel i9,8,2048,16.9,988,Windows 11,1.81,2022
5434,Asus,3957,Intel i5,8,512,16.1,875,Windows 11,1.53,2019
5438,Dell,5968,AMD Ryzen 7,64,256,14.1,1389,Linux,2.11,2020
5439,Dell,544,AMD Ryzen 7,64,256,15.7,1536,Windows 10,1.06,2019
5443,Microsoft,4914,AMD Ryzen 7,16,1024,13.7,497,Linux,1.17,2021
5449,Dell,7180,Intel i5,32,256,17.1,1286,Windows 11,1.55,2024
5454,Dell,6288,AMD Ryzen 7,16,1024,15.6,1810,Windows 11,1.85,2020
5455,Razer,9419,Intel i5,16,256,16.5,1202,Linux,1.54,2020
5458,Microsoft,7740,Intel i5,16,512,14.6,823,Windows 11,1.42,2019
5461,Asus,9946,AMD Ryzen 7,32,512,15.3,695,Windows 10,1.02,2018
5463,Acer,409,Intel i5,8,2048,13.1,847,Linux,2.0,2024
5466,Asus,5406,Intel i5,8,2048,16.8,938,Linux,2.64,2018
5468,Razer,1088,AMD Ryzen 5,64,1024,15.6,903,Windows 10,1.54,2018
5470,Acer,282,Intel i9,16,512,15.8,994,Windows 10,1.77,2023
5471,Asus,7252,Intel i7,8,1024,15.0,1298,Windows 10,1.97,2023
5472,Microsoft,7725,AMD Ryzen 7,16,512,15.8,507,Windows 11,2.15,2023
5473,Microsoft,7234,Intel i7,64,1024,15.0,1233,Windows 11,2.0,2019
5474,Lenovo,9544,Intel i7,16,256,14.8,1655,Windows 10,0.61,2023
5477,Acer,7688,Intel i5,16,512,15.1,1530,Windows 10,1.51,2019
5481,Razer,7456,Intel i7,16,256,14.0,1120,Windows 11,0.65,2022
5482,Microsoft,1761,Intel i7,64,256,18.3,630,Windows 10,2.55,2023
5484,Asus,6690,AMD Ryzen 7,64,2048,15.9,1532,Linux,0.9,2020
5486,Apple,5708,Apple M1,64,256,13.2,1387,macOS,2.57,2019
5487,Microsoft,2965,AMD Ryzen 7,8,512,15.9,1563,Windows 11,1.98,2024
5493,Lenovo,1401,Intel i5,8,512,15.1,1445,Windows 11,1.83,2024
5495,Lenovo,3975,Intel i9,32,1024,12.2,746,Windows 11,2.44,2022
5499,Razer,7760,AMD Ryzen 7,32,256,18.3,1401,Linux,1.01,2019
5500,Dell,9789,AMD Ryzen 5,16,1024,16.6,835,Windows 10,1.5,2024
5504,Dell,4162,AMD Ryzen 7,16,256,15.1,1409,Windows 10,1.69,2021
5512,Microsoft,1633,AMD Ryzen 5,16,2048,15.0,911,Windows 11,1.34,2024
5518,Lenovo,8040,Intel i9,8,256,15.9,1579,Linux,1.79,2023
5522,Razer,1189,Intel i7,64,512,13.5,510,Linux,2.03,2022
5523,Acer,4281,Intel i5,32,512,15.7,655,Linux,1.15,2022
5524,Asus,2,Intel i9,64,512,13.8,1054,Windows 11,0.92,2024
5526,Asus,728,AMD Ryzen 5,32,512,14.4,758,Linux,2.38,2020
5528,Razer,2166,AMD Ryzen 7,32,256,16.3,1760,Windows 11,1.87,2024
5529,HP,9697,Intel i7,64,1024,16.6,590,Windows 11,1.54,2024
5530,Razer,8015,AMD Ryzen 7,64,256,13.6,1307,Windows 11,1.03,2020
5532,Microsoft,8873,AMD Ryzen 7,8,1024,15.3,803,Windows 11,1.77,2018
5535,HP,8864,Intel i7,64,1024,16.6,1623,Windows 11,2.4,2020
5536,HP,6941,AMD Ryzen 5,16,1024,16.7,1304,Windows 10,1.34,2021
5538,Acer,5138,AMD Ryzen 7,32,2048,16.8,776,Windows 11,2.15,2019
5540,Acer,3886,AMD Ryzen 7,64,512,15.4,1479,Linux,1.58,2018
5541,Dell,1919,AMD Ryzen 5,64,1024,15.2,1814,Windows 10,2.15,2018
5543,Acer,9701,Intel i9,16,2048,17.3,602,Windows 10,1.43,2021
5549,Lenovo,1013,AMD Ryzen 7,8,2048,16.8,1402,Linux,1.28,2019
5558,Dell,3252,Intel i7,32,256,18.2,1887,Windows 10,1.53,2019
5561,HP,9733,Intel i9,32,256,17.2,1313,Windows 11,1.17,2021
5564,Microsoft,4160,Intel i9,64,512,15.7,1451,Windows 11,2.66,2022
5566,HP,7911,Intel i5,8,1024,17.7,683,Windows 11,0.97,2018
5568,Apple,8108,Apple M1,8,1024,16.4,817,macOS,1.73,2023
5569,Dell,3203,Intel i9,32,2048,13.6,1122,Windows 10,2.45,2021
5576,Razer,3589,AMD Ryzen 5,16,256,13.1,1699,Linux,1.63,2019
5578,Acer,9213,AMD Ryzen 7,64,2048,14.2,1299,Windows 10,1.62,2022
5579,Asus,4697,AMD Ryzen 5,8,2048,14.8,1064,Windows 10,1.57,2020
5581,Razer,9102,Intel i7,8,2048,14.9,1717,Windows 11,1.92,2018
5586,Microsoft,1768,Intel i5,8,2048,13.8,1197,Linux,2.71,2023
5587,Acer,6271,Intel i5,64,512,16.0,1086,Linux,1.41,2022
5592,Dell,9507,Intel i7,64,512,15.7,817,Linux,1.25,2019
5593,Microsoft,4223,Intel i5,32,512,15.8,1979,Windows 10,1.86,2020
5594,Lenovo,1770,AMD Ryzen 5,8,512,15.9,630,Windows 11,2.38,2019
5598,Razer,8693,AMD Ryzen 7,16,1024,16.0,2048,Windows 11,1.45,2019
5605,HP,6100,Intel i7,8,1024,14.3,1086,Windows 11,1.63,2022
5606,Dell,463,Intel i9,16,512,15.5,916,Windows 10,1.64,2021
5607,HP,3288,AMD Ryzen 7,16,1024,13.1,1038,Windows 11,1.59,2023
5609,HP,763,Intel i9,32,512,15.5,1720,Windows 10,1.91,2018
5611,HP,9866,Intel i7,64,256,19.4,1185,Windows 10,1.69,2021
5612,Razer,4050,AMD Ryzen 5,64,256,18.4,1228,Windows 10,1.58,2018
5615,Asus,5329,AMD Ryzen 7,32,1024,15.2,322,Windows 10,1.92,2020
5618,Acer,303,Intel i9,32,512,15.3,1183,Windows 10,1.77,2018
5623,Lenovo,8105,Intel i5,32,1024,16.4,872,Windows 11,2.14,2024
5624,Acer,9555,Intel i9,64,2048,13.3,995,Windows 11,1.75,2018
5625,Lenovo,7184,Intel i5,32,1024,16.1,495,Linux,2.19,2019
5626,Microsoft,8498,AMD Ryzen 7,64,1024,18.2,1076,Linux,2.17,2019
5632,Lenovo,7337,Intel i9,32,2048,16.6,1335,Windows 10,1.81,2020
5634,Razer,2179,Intel i7,16,1024,15.7,1763,Windows 10,1.75,2022
5635,Asus,3855,Intel i7,64,512,15.9,1140,Windows 11,2.0,2023
5636,Acer,8386,AMD Ryzen 7,8,2048,16.1,659,Windows 11,1.67,2018
5640,HP,4969,Intel i5,64,256,14.6,1267,Linux,2.12,2021
5643,Asus,3012,AMD Ryzen 7,16,256,17.9,728,Linux,1.39,2023
5644,Razer,4448,Intel i7,8,512,16.8,2013,Windows 10,2.24,2022
5645,Asus,7794,Intel i9,8,256,15.4,1395,Windows 11,1.33,2024
5650,Lenovo,1198,Intel i9,32,512,17.1,1354,Windows 11,2.47,2021
5651,Razer,2918,Intel i7,32,2048,14.6,1372,Windows 10,2.13,2018
5652,Lenovo,2897,Intel i9,64,1024,14.0,1606,Linux,1.79,2020
5653,Dell,4373,AMD Ryzen 5,32,512,16.9,1119,Windows 11,1.61,2021
5655,HP,8442,AMD Ryzen 7,64,1024,14.4,423,Windows 10,0.71,2022
5661,Razer,9152,Intel i7,8,1024,13.6,1739,Windows 10,2.17,2024
5663,Acer,3021,Intel i5,64,1024,16.8,1426,Windows 10,1.49,2024
5666,Microsoft,1266,Intel i9,64,2048,14.1,822,Windows 10,1.66,2024
5668,HP,565,AMD Ryzen 5,32,256,19.2,1631,Windows 10,1.93,2021
5671,HP,7648,Intel i9,16,2048,18.7,1607,Windows 11,2.14,2020
5676,Lenovo,3920,Intel i9,64,512,15.7,1242,Windows 10,0.63,2019
5677,Asus,1313,Intel i5,8,1024,16.4,1041,Windows 10,1.63,2018
5678,Lenovo,153,AMD Ryzen 5,32,512,17.0,933,Linux,0.98,2022
5685,Acer,7975,AMD Ryzen 7,16,256,13.5,1518,Windows 10,0.84,2018
5686,Lenovo,1843,Intel i5,16,256,15.5,685,Windows 11,1.65,2022
5687,HP,4668,Intel i7,8,2048,14.7,894,Linux,1.37,2022
5690,Asus,6960,Intel i5,64,1024,17.0,649,Linux,2.1,2023
5692,Razer,2528,AMD Ryzen 5,16,256,17.0,167,Windows 10,1.21,2019
5695,Asus,7792,AMD Ryzen 7,64,256,15.5,772,Linux,1.74,2020
5698,Microsoft,5278,Intel i7,32,2048,15.2,1263,Windows 10,0.84,2023
5699,Lenovo,7577,Intel i7,64,2048,14.0,1468,Windows 10,1.86,2024
5705,Microsoft,3666,Intel i7,8,256,15.1,782,Windows 10,1.43,2021
5707,Asus,4086,Intel i5,16,512,17.5,776,Windows 10,1.77,2023
5708,Dell,4681,Intel i7,32,2048,15.7,495,Linux,1.23,2023
5709,Razer,8585,AMD Ryzen 5,8,256,19.2,1289,Windows 10,2.19,2020
5710,HP,3417,Intel i9,64,2048,16.9,1055,Windows 10,1.24,2020
5712,Dell,127,AMD Ryzen 7,8,256,19.2,1434,Windows 11,1.4,2020
5713,Asus,6298,AMD Ryzen 7,64,1024,17.7,1328,Linux,1.41,2024
5714,Acer,5364,Intel i9,32,2048,12.1,1577,Linux,1.81,2018
5715,Microsoft,8358,Intel i7,16,1024,14.1,1617,Linux,2.07,2021
5719,Lenovo,6946,Intel i7,16,256,12.0,1167,Windows 10,2.48,2019
5721,Razer,607,Intel i7,32,2048,14.5,1909,Windows 11,1.19,2018
5722,HP,6315,AMD Ryzen 5,32,256,17.2,830,Linux,1.64,2022
5727,Dell,1719,AMD Ryzen 7,64,2048,14.0,1170,Windows 11,2.28,2022
5730,Dell,4613,Intel i7,8,256,17.3,773,Windows 10,2.75,2022
5731,Lenovo,5452,Intel i5,16,256,14.9,1142,Windows 11,2.55,2018
5733,Acer,4775,Intel i9,16,2048,15.2,1859,Linux,1.6,2021
5735,Acer,9511,AMD Ryzen 5,64,2048,12.7,1567,Windows 10,2.6,2019
5738,Lenovo,5672,Intel i5,8,1024,17.5,1258,Windows 10,2.04,2018
5739,Dell,9420,Intel i7,64,2048,12.3,1769,Windows 11,1.5,2022
5742,Microsoft,5961,Intel i9,64,2048,17.2,1082,Windows 11,1.59,2021
5743,Lenovo,2975,Intel i7,8,1024,15.1,1218,Linux,0.67,2024
5744,HP,3496,Intel i5,8,1024,16.1,1373,Linux,1.25,2022
5746,Acer,5215,AMD Ryzen 7,16,256,14.2,1128,Windows 11,2.37,2021
5747,Dell,276,Intel i9,32,2048,18.1,1441,Linux,2.49,2019
5749,Acer,6730,AMD Ryzen 7,32,1024,15.1,1547,Linux,1.87,2019
5755,Dell,8680,AMD Ryzen 7,32,512,17.6,1388,Linux,2.08,2019
5758,Microsoft,84,AMD Ryzen 7,8,1024,14.3,1445,Linux,2.87,2020
5761,HP,8604,Intel i9,16,2048,15.1,1176,Windows 10,1.69,2021
5762,Acer,3621,Intel i7,8,256,16.7,591,Windows 11,0.85,2018
5763,HP,9625,Intel i5,8,512,14.6,1667,Linux,1.85,2019
5764,Dell,3848,Intel i9,64,256,14.3,1556,Linux,1.21,2018
5766,Dell,9657,AMD Ryzen 7,8,256,16.4,1123,Windows 11,2.06,2024
5770,HP,3640,Intel i5,32,256,13.8,1702,Windows 10,1.45,2018
5777,Razer,2558,Intel i5,8,1024,15.2,1018,Linux,1.86,2022
5780,Razer,2815,Intel i5,8,1024,15.6,1214,Windows 10,1.55,2022
5782,Dell,9037,Intel i7,8,2048,17.0,1565,Linux,1.01,2021
5787,Apple,3657,Apple M1,64,512,14.6,863,macOS,1.66,2019
5790,Razer,3531,Intel i9,32,2048,15.1,1233,Windows 10,2.34,2023
5792,Lenovo,5728,AMD Ryzen 7,16,256,14.8,1076,Windows 11,1.04,2021
5793,HP,6778,Intel i7,32,512,15.6,605,Windows 10,0.97,2024
5800,Lenovo,6874,Intel i7,32,1024,14.4,1150,Linux,1.81,2024
5801,Lenovo,2213,Intel i9,32,1024,15.1,979,Windows 10,1.62,2023
5802,Lenovo,5142,Intel i7,32,1024,15.3,1925,Windows 10,1.67,2024
5804,Microsoft,7144,Intel i5,16,1024,14.3,554,Windows 11,2.05,2020
5805,Razer,2119,AMD Ryzen 7,8,2048,14.3,1360,Windows 11,1.45,2021
5807,Acer,8586,AMD Ryzen 7,8,256,15.9,1446,Windows 10,1.77,2023
5808,HP,1776,AMD Ryzen 5,8,512,15.5,595,Windows 11,2.34,2018
5811,Asus,5745,Intel i9,64,2048,16.2,793,Windows 11,1.49,2024
5813,Acer,7129,AMD Ryzen 7,16,256,13.5,997,Linux,2.1,2018
5819,Acer,3730,AMD Ryzen 7,64,2048,13.2,1905,Windows 10,1.86,2022
5820,Dell,3811,AMD Ryzen 5,32,256,17.7,1144,Linux,2.15,2021
5823,Asus,124,AMD Ryzen 7,8,512,16.1,1487,Linux,1.41,2021
5824,Asus,4575,Intel i5,16,512,16.8,1404,Windows 11,1.94,2024
5825,Lenovo,8513,Intel i7,16,2048,17.3,677,Windows 11,1.18,2024
5827,Lenovo,2663,AMD Ryzen 7,32,512,16.0,1554,Linux,1.87,2018
5829,Lenovo,8812,AMD Ryzen 7,32,1024,14.5,1287,Linux,2.72,2024
5835,Dell,2420,AMD Ryzen 7,32,2048,15.5,1433,Windows 10,1.25,2018
5837,HP,2273,Intel i7,64,1024,17.5,1157,Windows 11,1.23,2024
5840,Acer,4980,Intel i9,32,512,16.1,846,Windows 11,2.02,2023
5843,Dell,141,AMD Ryzen 7,32,2048,14.8,747,Linux,1.85,2020
5844,Asus,1566,AMD Ryzen 7,32,256,17.5,175,Linux,1.71,2024
5845,Microsoft,5409,AMD Ryzen 5,64,512,13.7,910,Windows 10,1.21,2022
5846,Dell,2632,Intel i5,32,512,17.2,1302,Windows 10,2.03,2022
5849,HP,4566,Intel i5,8,256,17.0,491,Windows 11,1.71,2021
5851,Microsoft,3411,Intel i9,8,1024,15.3,1197,Windows 11,1.68,2020
5854,HP,6812,Intel i9,64,256,15.8,849,Linux,1.76,2023
5856,Razer,3790,Intel i7,16,2048,15.2,1266,Windows 10,1.84,2019
5859,Lenovo,5712,Intel i7,16,512,12.5,830,Windows 11,2.13,2023
5860,Microsoft,3481,AMD Ryzen 7,32,1024,14.5,327,Linux,1.61,2023
5863,Asus,1582,AMD Ryzen 5,64,2048,17.2,1702,Windows 10,2.07,2022
5864,Apple,5994,Apple M1,32,1024,15.4,1163,macOS,1.63,2024
5865,Microsoft,4034,Intel i7,8,256,17.2,1065,Windows 11,1.71,2021
5866,Asus,4641,Intel i5,16,256,15.6,573,Windows 10,1.99,2023
5867,Microsoft,6883,Intel i7,16,256,15.9,1461,Windows 11,2.57,2018
5871,Microsoft,5087,AMD Ryzen 5,8,1024,15.1,871,Windows 11,1.4,2018
5872,Asus,3789,Intel i9,64,2048,16.0,1479,Linux,2.21,2024
5878,Lenovo,7207,Intel i5,32,256,15.6,1147,Linux,1.67,2020
5879,Razer,8928,Intel i7,32,2048,17.0,1561,Linux,1.67,2020
5883,Asus,8276,Intel i9,8,1024,16.6,1436,Windows 11,2.61,2024
5884,Lenovo,9295,Intel i7,64,1024,16.6,1501,Windows 11,1.23,2019
5885,Microsoft,2149,Intel i7,32,2048,18.1,1149,Windows 10,1.39,2018
5886,Acer,8809,Intel i9,8,1024,17.2,1127,Windows 10,1.71,2020
5891,Razer,4770,Intel i5,64,2048,13.6,938,Windows 10,1.57,2023
5892,Microsoft,5190,Intel i7,16,2048,14.2,1088,Windows 10,1.98,2022
5895,Microsoft,4343,Intel i7,16,512,16.1,1377,Windows 11,1.8,2023
5896,HP,1411,Intel i5,64,256,15.2,1441,Windows 11,1.87,2023
5897,HP,4024,Intel i7,32,256,12.5,818,Linux,1.26,2024
5899,Microsoft,7793,Intel i5,64,256,17.7,1435,Windows 11,2.18,2022
5900,HP,3506,AMD Ryzen 5,64,256,15.8,1095,Windows 11,2.43,2019
5901,Lenovo,4241,AMD Ryzen 5,16,256,16.1,1456,Linux,2.42,2018
5902,HP,1606,Intel i9,32,1024,18.4,1021,Windows 10,1.9,2021
5905,HP,863,AMD Ryzen 5,8,2048,14.9,1702,Linux,1.17,2019
5906,Acer,2887,AMD Ryzen 7,8,2048,16.8,505,Linux,1.28,2021
5908,Asus,9314,Intel i7,8,2048,15.0,1935,Linux,1.68,2020
5911,Asus,1192,Intel i7,8,1024,16.7,914,Linux,2.26,2022
5913,Acer,8508,Intel i9,16,2048,14.4,1117,Windows 10,2.21,2019
5915,Dell,1636,AMD Ryzen 7,32,256,14.5,1072,Windows 10,1.06,2020
5916,Asus,6054,Intel i9,16,1024,17.7,1408,Linux,1.28,2019
5917,Acer,7099,AMD Ryzen 7,32,2048,18.0,1233,Linux,1.41,2022
5926,Acer,5873,Intel i9,32,512,13.9,740,Windows 10,2.2,2019
5928,Asus,941,Intel i7,32,512,14.3,1489,Windows 10,2.56,2019
5929,Razer,5721,Intel i9,16,1024,17.6,1147,Linux,1.12,2022
5931,Lenovo,40,Intel i7,8,2048,14.4,1141,Linux,1.6,2024
5935,HP,2521,Intel i9,64,2048,14.3,1012,Windows 11,1.56,2018
5936,Asus,592,AMD Ryzen 7,8,1024,15.7,880,Windows 11,1.7,2023
5939,Microsoft,313,Intel i5,16,2048,16.9,758,Windows 10,1.36,2021
5940,Lenovo,2162,Intel i9,8,1024,13.9,1398,Windows 11,1.5,2021
5941,Lenovo,6400,Intel i7,8,512,13.6,835,Linux,1.85,2020
5946,Apple,2613,Apple M1,64,256,18.8,1095,macOS,1.89,2021
5949,Acer,2964,AMD Ryzen 5,64,2048,14.8,1433,Linux,2.03,2022
5950,Razer,4085,AMD Ryzen 5,8,256,15.6,2064,Windows 10,1.28,2023
5951,Razer,2861,Intel i9,32,256,17.0,953,Windows 10,1.17,2021
5954,Lenovo,2498,Intel i5,64,2048,13.0,1745,Windows 11,2.39,2020
5956,Microsoft,5677,Intel i9,8,1024,17.0,1571,Windows 10,1.88,2022
5957,Microsoft,7455,AMD Ryzen 5,16,1024,14.9,1038,Windows 11,1.93,2021
5958,HP,9766,AMD Ryzen 7,32,1024,13.3,1010,Windows 11,2.56,2021
5959,HP,4667,Intel i7,16,2048,12.7,1781,Windows 10,2.61,2019
5960,Dell,2911,Intel i5,16,2048,16.6,2164,Windows 10,1.6,2023
5961,HP,7823,AMD Ryzen 7,64,512,15.9,1100,Windows 11,1.83,2018
5968,Microsoft,5866,AMD Ryzen 7,8,1024,16.0,1067,Windows 10,1.57,2023
5969,Asus,5244,Intel i5,16,1024,16.2,1606,Linux,1.9,2019
5970,Asus,6570,Intel i7,8,2048,14.5,1478,Linux,1.46,2019
5971,Microsoft,2755,Intel i7,64,2048,14.7,1070,Windows 10,2.03,2021
5972,Microsoft,1426,Intel i7,64,2048,15.3,1192,Windows 11,2.21,2018
5973,Acer,5823,AMD Ryzen 5,8,2048,14.7,1011,Windows 11,2.01,2020
5975,Acer,6056,Intel i5,32,256,14.5,1239,Linux,2.09,2018
5976,Lenovo,1661,Intel i9,16,512,14.9,1562,Windows 10,1.66,2022
5977,Lenovo,7355,AMD Ryzen 5,32,512,15.1,418,Windows 10,1.76,2023
5978,Razer,9553,Intel i5,32,512,13.8,998,Windows 11,2.19,2024
5983,Asus,1394,Intel i7,64,2048,15.9,426,Windows 10,2.56,2024
5984,Asus,5731,Intel i9,16,512,16.5,1353,Windows 11,2.07,2021
5985,Asus,7924,AMD Ryzen 5,32,2048,15.6,1424,Windows 10,1.78,2018
5988,Microsoft,5934,Intel i7,64,256,14.9,1639,Windows 11,2.32,2020
5990,Asus,8030,Intel i9,8,2048,15.6,855,Windows 10,0.93,2019
5991,Asus,8357,Intel i5,32,256,16.0,873,Windows 11,1.12,2022
5993,Dell,3307,Intel i9,64,2048,15.7,1455,Windows 11,2.33,2024
5994,Asus,3193,AMD Ryzen 7,32,256,16.8,798,Linux,2.3,2023
5995,Acer,8028,AMD Ryzen 7,32,256,16.3,1623,Linux,2.03,2022
5996,Lenovo,4091,Intel i9,32,512,15.1,1070,Windows 11,1.15,2021
5999,Asus,5960,Intel i9,64,512,14.6,1666,Windows 11,1.77,2019
6000,Razer,3959,Intel i9,32,256,14.0,239,Windows 11,1.72,2022
6001,Lenovo,2673,AMD Ryzen 5,16,512,19.3,1216,Linux,1.51,2020
6002,HP,992,Intel i5,8,512,13.6,1679,Windows 11,1.57,2024
6004,Lenovo,3477,AMD Ryzen 5,16,256,15.6,456,Windows 11,0.79,2018
6006,HP,7863,Intel i7,32,2048,15.8,1378,Linux,1.56,2021
6009,Dell,5678,AMD Ryzen 7,64,1024,13.5,858,Linux,1.8,2019
6011,Acer,5382,AMD Ryzen 5,32,1024,15.7,1711,Linux,2.07,2021
6018,Dell,1157,Intel i5,16,2048,14.7,1165,Linux,2.49,2018
6021,Lenovo,9296,Intel i7,64,1024,15.1,1191,Windows 10,1.54,2019
6027,Razer,433,Intel i9,32,256,15.3,1407,Linux,1.44,2018
6028,Microsoft,923,AMD Ryzen 5,32,1024,14.0,564,Linux,2.35,2023
6029,Lenovo,60,Intel i7,8,512,15.2,809,Linux,1.47,2023
6031,HP,8545,AMD Ryzen 5,8,256,14.5,1361,Windows 11,1.87,2018
6035,Asus,5860,Intel i7,64,2048,14.7,904,Windows 11,1.41,2021
6036,HP,847,AMD Ryzen 5,16,1024,17.0,1486,Windows 11,2.39,2020
6037,Asus,1551,AMD Ryzen 7,8,256,15.5,749,Windows 10,1.32,2020
6041,Microsoft,6380,Intel i9,8,1024,16.2,1846,Windows 11,1.63,2021
6043,Asus,3276,AMD Ryzen 5,16,256,16.0,1501,Linux,1.93,2024
6044,Lenovo,5039,AMD Ryzen 7,16,512,13.6,1076,Windows 11,1.85,2024
6046,Razer,5416,Intel i5,64,1024,15.7,1540,Windows 10,2.54,2019
6047,Microsoft,2472,AMD Ryzen 5,64,1024,18.6,1342,Windows 10,1.52,2020
6049,Acer,483,AMD Ryzen 5,64,512,14.9,1113,Linux,1.95,2022
6051,Acer,9219,AMD Ryzen 5,16,2048,15.7,1078,Windows 11,1.64,2020
6053,Asus,6401,Intel i5,64,1024,18.1,969,Linux,2.69,2021
6054,HP,6101,Intel i9,64,2048,17.4,1254,Windows 11,1.59,2020
6055,Microsoft,2905,AMD Ryzen 5,32,256,16.7,843,Linux,2.15,2019
6056,Lenovo,8353,Intel i9,8,1024,17.5,751,Linux,1.43,2018
6060,Microsoft,1812,Intel i7,64,2048,13.3,1543,Linux,1.73,2021
6061,Dell,8537,Intel i9,8,1024,14.6,1379,Windows 10,1.05,2021
6064,HP,6353,AMD Ryzen 5,16,1024,16.4,914,Windows 11,1.93,2020
6066,Dell,6892,Intel i7,64,256,13.4,1532,Windows 10,2.35,2024
6067,Microsoft,355,Intel i7,8,256,14.0,1428,Linux,2.22,2021
