Brand,Model,Processor,RAM_GB,Storage_GB,Screen_Size_Inches,Price_USD,Operating_System,Weight_KG,Release_Year
Lenovo,Model_4454,Apple M1,8.0,2048,16.4,1636.9979010165284,Windows 10,1.94,2020
Apple,Model_3562,AMD Ryzen 7,,512,19.7,320.16321687765844,Linux,1.49,2020
Asus,Model_3957,Intel i5,8.0,512,16.1,875.4909071196257,Windows 11,1.53,2019
Acer,Model_8698,Apple M1,16.0,2048,14.9,1063.0464081958562,macOS,1.81,2021
Razer,Model_7877,Intel i5,8.0,1024,13.0,1383.582502585723,macOS,2.3,2022
Lenovo,Model_4332,Apple M1,32.0,1024,15.0,1534.2491378208606,macOS,1.76,2019
Dell,Model_5968,AMD Ryzen 7,64.0,256,14.1,1389.1503136219221,Linux,2.11,2020
Dell,Model_544,AMD Ryzen 7,64.0,256,15.7,1535.5835484617453,Windows 10,1.06,2019
Apple,Model_3985,Apple M1,sixteen GB,512,12.8,1302.3926307327995,Windows 11,0.24,2023
Apple,Model_3801,AMD Ryzen 7,64.0,1024,15.0,1832.118203227435,Windows 11,2.22,2021
Lenovo,Model_8895,Intel i7,8.0,1024,17.7,$1598.84,Windows 11,1.46,2050
Microsoft,Model_4914,AMD Ryzen 7,16.0,1024,13.7,496.6807647612694,Linux,1.17,2021
Acer,Model_222,Apple M1,32.0,256,18.3,1036.523914260417,Windows 10,1.35,2018
Apple,Model_4956,AMD Ryzen 7,8.0,512,18.0,1166.8343382072433,Windows 10,2.09,2022
Razer,Model_7422,Intel i7,32.0,256,14.5,1355.441751901455,Linux,1.4,2023
Acer,Model_6572,AMD Ryzen 5,8.0,256,16.4,676.5126347792864,macOS,1.51,2019
Acer,Model_1271,Intel i7,32.0,256,15.2,1287.9236602715812,macOS,1.74,2020
Dell,Model_7180,Intel i5,32.0,256,17.1,1285.6100103362796,Windows 11,1.55,2024
HP,Model_9587,AMD Ryzen 7,16.0,512,14.4,1463.4649143567653,macOS,1.91,2023
Apple,Model_6224,Intel i7,64.0,1024,15.5,412.8167545958464,macOS,1.93,2018
Razer,Model_1914,Intel i9,64.0,2048,14.3,997.2144185217123,Windows 11,,2018
HP,Model_5256,,64.0,512,15.3,1050.5503449176235,Linux,0.43,2024
Dell,Model_6288,AMD Ryzen 7,16.0,1024,15.6,1809.7593358030535,Windows 11,1.85,2020
Razer,Model_9419,Intel i5,16.0,256,16.5,1201.6135716429542,Linux,1.54,2020
Microsoft,Model_1230,AMD Ryzen 7,64.0,1024,14.8,834.5575171276137,Windows 11,1.03,2022
Lenovo,Model_1664,Apple M1,8.0,512,13.8,1281.343934381204,Windows 10,2.47,2024
Microsoft,Model_7740,Intel i5,16.0,512,14.6,822.8943354585056,Windows 11,1.42,2019
Asus,Model_8018,Intel i5,32.0,2048,14.5,1228.0580580411404,macOS,1.89,2023
Asus,Model_2881,Intel i9,64.0,1024,17.2,,Windows 10,1.83,2021
Asus,Model_9946,AMD Ryzen 7,32.0,512,15.3,695.451006085148,Windows 10,1.02,2018
Microsoft,Model_8935,,16.0,256,17.8,1065.2686748267645,macOS,2.57,2018
Acer,Model_409,Intel i5,8.0,2048,13.1,847.3623319176752,Linux,2.0,2024
Lenovo,Model_8527,Intel i9,N/A,512,14.8,827.7467632622837,Windows 10,1.73,2020
Microsoft,Model_6944,AMD Ryzen 5,16.0,1024,17.2,1042.9258257826104,macOS,1.21,2021
Asus,Model_5406,Intel i5,8.0,2048,16.8,937.7413477134851,Linux,2.64,2018
Asus,Model_7031,Intel i7,32.0,1024,17.9,1622.4120132101832,macOS,1.2,2022
Razer,Model_1088,AMD Ryzen 5,64.0,1024,15.6,902.7877495952953,Windows 10,1.54,2018
HP,Model_3785,Intel i7,16.0,2048,16.2,705.3578402688322,macOS,1.26,2020
Acer,Model_282,Intel i9,16.0,512,15.8,$993.92,Windows 10,1.77,2023
Asus,Model_7252,Intel i7,8.0,1024,15.0,$1298.45,windows 10,1.97,2023
Microsoft,Model_7725,AMD Ryzen 7,16.0,512,15.8,506.826114066283,Windows 11,2.15,2023
Microsoft,Model_7234,Intel i7,64.0,1TB,15.0,1232.637472028299,Windows 11,2.0,2019
Lenovo,Model_9544,Intel i7,16.0,256,14.8,1655.0770005938236,Windows 10,0.61,2023
Razer,Model_8333,Apple M1,8.0,2048,13.8,1119.2683298279273,Windows 11,1.77,2023
Acer,Model_8235,Apple M1,16.0,256,16.5,1380.3805867561143,Windows 10,2.01,2023
Acer,Model_7688,Intel i5,16.0,512,15.1,1530.1585760772628,Windows 10,1.51,2019
HP,Model_7751,Intel i7,32.0,2048,16.5,562.9343321538315,Windows 10,1.99,2024
Asus,Model_7814,Apple M1,64.0,512,17.9,1113.7346598165952,macOS,2.25,2024
Apple,Model_405,AMD Ryzen 7,8.0,256,17.1,1798.335439953625,Linux,1.44,2023
Razer,Model_7456,Intel i7,16.0,256,14.0,1120.029555625123,Windows 11,0.65,2022
Microsoft,Model_1761,Intel i7,64.0,256,18.3,630.0720072725917,Windows 10,2.55,2023
Microsoft,Model_9173,AMD Ryzen 5,32.0,512,14.1,1863.4846506005417,Windows 11,1.7,2021
Asus,Model_6690,AMD Ryzen 7,64.0,2048,15.9,$1531.82,Linux,0.9,2020
Lenovo,Model_4769,Intel i5,64.0,1024,14.4,1455.9161429771548,macOS,1.96,2020
Apple,Model_5708,,64.0,256,13.2,1386.5062869243648,macOS,2.57,2019
Microsoft,Model_2965,AMD Ryzen 7,8.0,512,15.9,1562.9564412549582,Windows 11,1.98,2024
Acer,Model_3379,AMD Ryzen 5,16.0,2048,12.3,661.1683744922739,macOS,1.79,2023
Razer,Model_5439,Apple M1,32.0,256,15.3,$2130.03,Windows 11,3.09,2022
Apple,Model_4960,Apple M1,64.0,512,16.0,1378.4565187085796,Windows 11,1.29,2019
Apple,Model_5947,Intel i5,16.0,512,12.9,1968.501897956113,Windows 11,2.19,2024
Asus,Model_704,AMD Ryzen 7,32.0,0TB,13.5,1694.492010245361,Linux,2.29,2022
Lenovo,Model_1401,Intel i5,8.0,512,15.1,1445.2199083862254,Windows 11,1.83,2024
Apple,Model_5831,Intel i5,32.0,1024,14.4,568.4547857403575,Linux,1.54,2022
Lenovo,Model_3975,Intel i9,32.0,1024,12.2,746.3337434650765,Windows 11,2.44,2022
Acer,Model_7176,,16.0,1024,18.1,1507.1413824807232,Windows 10,1.94,2020
Acer,Model_6897,Apple M1,16.0,256,15.8,1254.8130302603126,Windows 10,2.62,2019
Apple,Model_2295,AMD Ryzen 5,8.0,2048,13.3,688.6449448532154,Windows 10,1.16,2021
Razer,Model_7760,AMD Ryzen 7,32.0,256,18.3,$1401.28,Linux,1.01,2019
Dell,Model_9789,AMD Ryzen 5,16.0,1024,16.6,834.8192353513617,Windows 10,1.5,2024
Razer,Model_7167,Intel i9,,2048,16.6,1051.4334999868684,Linux,1.77,2024
Lenovo,Model_3039,Intel i7,32.0,1024,15.5,,Windows 11,1.58,2024
Razer,Model_8969,Intel i7,32.0,512,15.9,830.3475096501791,Linux,,2023
Dell,Model_4162,AMD Ryzen 7,16.0,256,15.1,1409.2843989598364,Windows 10,1.69,2021
Apple,Model_2866,Intel i9,8.0,512,13.7,970.9168016857218,Linux,2.11,2020
Dell,Model_6087,Intel i7,32.0,2048,14.5,1132.3917207947127,macOS,2.26,2022
Asus,Model_9193,Apple M1,32.0,2048,15.3,1696.7509262464114,Windows 11,2.37,2023
Razer,Model_5856,Intel i9,16.0,256,17.9,1253.2325788356222,Linux,,2023
Acer,Model_2990,Intel i7,16.0,256,14.2,1239.225366589374,macOS,1.77,2018
Lenovo,Model_3181,Apple M1,8.0,512,13.8,654.0292076127845,macOS,2.05,2019
Dell,Model_6558,AMD Ryzen 5,8.0,1024,16.7,$1138.01,Linux,3.16,2019
Microsoft,Model_1633,AMD Ryzen 5,16.0,2048,15.0,911.007914676399,Windows 11,1.34,2024
Dell,Model_7619,Intel i9,,256,16.5,922.4761683215271,Windows 11,1.49,2022
Apple,Model_2373,AMD Ryzen 5,8.0,2048,16.1,908.1497703101936,Linux,1.81,2019
Acer,Model_1339,Intel i9,,512,15.7,1267.9036259148888,Windows 10,1.47,2019
Dell,Model_9323,Apple M1,32.0,256,14.1,1354.1495877125894,macOS,2.21,2023
Microsoft,Model_1738,Intel i9,16.0,0TB,18.1,1537.251603259235,Linux,1.54,2022
Lenovo,Model_8040,Intel i9,8.0,256,15.9,1579.0915908657262,Linux,1.79,2023
Lenovo,Model_4418,Apple M1,64.0,2048,14.7,752.87137807666,Linux,2.03,2018
Razer,Model_6326,Intel i9,16.0,1024,12.5,,Windows 11,2.1,2020
Asus,Model_209,,64.0,1024,15.0,1234.3511416679416,Windows 10,1.06,2021
Razer,Model_1189,Intel i7,64.0,512,13.5,510.06620306928687,Linux,2.03,2022
Acer,Model_4281,Intel i5,32.0,512,15.7,654.8267181803752,Linux,1.15,2022
Asus,Model_2,Intel i9,64.0,512,13.8,1053.5320753934884,Windows 11,0.92,2024
Microsoft,Model_188,Apple M1,64.0,512,17.2,$1352.75,macOS,0.76,2021
Asus,Model_728,AMD Ryzen 5,32.0,512,14.4,758.2229591524679,Linux,2.38,2020
Microsoft,Model_6585,AMD Ryzen 5,64.0,512,16.3,751.5425068810266,Linux,1.33,2020
Razer,Model_2166,AMD Ryzen 7,32.0,256,16.3,1759.7909332609233,Windows 11,1.87,2024
HP,Model_9697,Intel i7,64.0,1024,16.6,590.3912563629561,Windows 11,1.54,2024
Razer,Model_8015,AMD Ryzen 7,64.0,256,13.6,1306.5775666598206,Windows 11,1.03,2020
Microsoft,Model_3079,Apple M1,8.0,2048,16.1,1274.495103782349,Windows 11,1.43,2020
Microsoft,Model_8873,AMD Ryzen 7,8.0,1024,15.3,803.4238014899781,Windows 11,1.77,2018
HP,Model_2953,Intel i9,,256,16.2,1736.8109043147238,Windows 11,1.85,2024
Razer,Model_5727,Intel i7,16.0,512,19.4,2053.058212681325,Windows 11,,2019
HP,Model_8864,Intel i7,64.0,1TB,16.6,1622.6585322893527,Windows 11,2.4,2020
HP,Model_6941,AMD Ryzen 5,16.0,1TB,16.7,1304.4881021696015,Windows 10,1.34,2021
Asus,Model_7179,Apple M1,,256,15.4,1529.7325157387368,macOS,2.02,2022
Acer,Model_5138,AMD Ryzen 7,32.0,2048,16.8,775.6724549073176,Windows 11,2.15,2019
Asus,Model_5495,Intel i7,,256,14.9,1222.547185746427,macOS,1.14,2020
Acer,Model_3886,AMD Ryzen 7,64.0,512,15.4,$1479.31,Linux,1.58,2018
Dell,Model_1919,AMD Ryzen 5,64.0,1024,15.2 inches,1813.8100939461074,Windows 10,2.15,2018
Microsoft,Model_7141,Intel i5,,512,17.4,1087.0214879035543,Linux,1.45,2022
Acer,Model_9701,Intel i9,16.0,2048,17.3,601.6082838101736,Windows 10,1.43,2021
Apple,Model_3090,Intel i5,8.0,2048,12.9,1763.278242245237,Linux,2.11,2021
HP,Model_8626,Intel i5,,256,14.5,472.38648507253663,Windows 10,1.79,2023
Acer,Model_4051,Intel i5,32.0,1024,13.4,,Linux,1.22,2021
Apple,Model_8219,AMD Ryzen 7,8.0,1024,15.7,840.699677050269,Linux,2.01,2024
Lenovo,Model_6989,AMD Ryzen 7,64.0,1024,16.1,$1617.11,macOS,2.25,2024
Lenovo,Model_1013,AMD Ryzen 7,8.0,2048,16.8,1401.8433171692175,Linux,1.28,2019
Dell,Model_633,Intel i7,64.0,512,16.9,26.506202810191553,macOS,2.26,2024
Apple,Model_4190,,,2048,14.0 inches,657.0019362579666,Windows 11,2.45,2018
Lenovo,Model_4416,,32.0,1024,14.8,$320.26,Windows 11,0.66,2019
Asus,Model_4250,Intel i5,,1024,17.6,1265.4942480323452,Windows 10,2.68,2018
Acer,Model_9987,Apple M1,8.0,512,17.6,804.2021859942229,Windows 10,3.04,2024
Lenovo,Model_3695,,32.0,2048,14.8 inches,$628.45,macOS,2.55,2020
Lenovo,Model_6696,AMD Ryzen 7,32.0,512,15.4,1344.5374687615551,macOS,2.4,2024
Asus,Model_2848,Intel i5,8.0,2048,15.0,1069.641596491197,macOS,1.84,2020
Dell,Model_3252,Intel i7,32.0,256,18.2,1886.7916621242234,Windows 10,1.53,2019
Acer,Model_9526,Apple M1,32.0,2048,15.8 inches,1468.3144928376698,Windows 10,2.61,2024
Lenovo,Model_6320,Intel i5,32.0,1024,19.1,1509.2918222628846,Linux,2.65,2018
HP,Model_9733,Intel i9,32.0,256,17.2,1313.0985955454607,Windows 11,1.17,2021
Razer,Model_1184,Intel i9,16.0,1024,18.1,1780.8132916922077,macOS,1.98,2022
Lenovo,Model_6784,Intel i7,64.0,1TB,17.2,971.0927092633609,macOS,2.07,2020
Microsoft,Model_4160,Intel i9,64.0,512,15.7,1450.7696631731105,Windows 11,2.66,2022
Dell,Model_5355,Intel i7,8.0,512,17.3,1647.0860531522355,Linux,,2018
HP,Model_7911,Intel i5,8.0,1024,17.7,683.3412314731291,Windows 11,0.97,2018
Apple,Model_1680,Intel i9,8.0,1024,13.0,1224.2525503281886,Windows 11,1.52,2020
Apple,Model_8108,,8.0,1024,16.4,816.9242482724433,macOS,1.73,2023
Dell,Model_3203,Intel i9,32.0,2048,13.6,1121.8826368722664,Windows 10,2.45,2021
Microsoft,Model_1352,Intel i9,8.0,0TB,14.6,1186.8671171010772,Linux,1.75,2019
Apple,Model_233,Intel i7,64.0,1024,14.6,1944.9567872815146,Windows 11,1.94,2024
Asus,Model_5181,Intel i7,32.0,1024,13.5,590.0203897268207,macOS,1.85,2024
Microsoft,Model_7614,Intel i7,8.0,256,17.5,,Linux,1.6,2021
Acer,Model_6543,Apple M1,32.0,512,18.7,1155.128732896079,Linux,2.44,2022
Acer,Model_4808,AMD Ryzen 7,32.0,2048,19.0,1251.5976644949892,macOS,2.59,2022
Razer,Model_3589,AMD Ryzen 5,16.0,256,13.1,1698.5858057586274,Linux,1.63,2019
Razer,Model_2525,Intel i9,,2048,16.4,1321.1847667650768,Linux,2.84,2021
Acer,Model_9213,AMD Ryzen 7,64.0,2048,14.2,1298.5171679258021,Windows 10,1.62,2022
Asus,Model_4697,AMD Ryzen 5,8.0,2048,14.8,1064.2030187126388,windows 10,1.57,2020
HP,Model_2612,AMD Ryzen 7,,2048,14.4,1672.7816390206144,Windows 11,1.74,2023
Razer,Model_9102,Intel i7,8.0,2048,14.9,1717.1214315456264,Windows 11,1.92,2018
Apple,Model_3464,Intel i7,64.0,2048,15.2 inches,1549.8186476806163,macOS,2.33,2018
Asus,Model_1055,Intel i7,16.0,1024,16.6,987.0526575093525,Linux,2.23,2022
Razer,Model_436,Apple M1,,1024,15.8,1645.8721924819222,Windows 11,0.81,2018
Apple,Model_3450,Intel i9,8.0,512,15.0,577.5601692264199,Linux,1.57,2022
Microsoft,Model_1768,Intel i5,8.0,2048,13.8,1197.2476818699033,Linux,2.71,2023
Acer,Model_6271,Intel i5,64.0,512,16.0,1085.5348606326395,Linux,1.41,2022
Acer,Model_9431,,8.0,512,14.2 inches,8000.093734239603,windows 10,1.56,2024
Dell,Model_4314,Apple M1,64.0,256,15.1,6434.224264854469,Windows 11,1.99,2022
Lenovo,Model_7567,,8.0,256,16.9,772.0889865623724,Windows 10,0.88,2024
Lenovo,Model_3857,,32.0,512,15.4,905.1631860683488,macOS,2.27,2020
Dell,Model_9507,Intel i7,64.0,512,15.7,817.2788477584932,Linux,1.25,2019
Microsoft,Model_4223,Intel i5,32.0,512,15.8,1979.410416978325,Windows 10,1.86,2020
Lenovo,Model_1770,AMD Ryzen 5,8.0,512,15.9,629.8163661636099,Windows 11,2.38,2019
Dell,Model_9754,Apple M1,,1024,17.3,698.0148576437554,Windows 10,0.92,2019
HP,Model_5177,Apple M1,8.0,2048,15.7,1670.979939614349,Windows 10,2.32,2024
Dell,Model_2458,Apple M1,32.0,2048,15.4,1520.811974108383,Windows 10,2.32,2022
Razer,Model_8693,AMD Ryzen 7,16.0,1024,16.0,2048.1408213907143,Windows 11,1.45,2019
Acer,Model_6160,Apple M1,16.0,2048,17.4,1287.4865671176403,Linux,1.62,2023
Apple,Model_1623,Intel i7,8.0,2048,13.3,1367.1472624554985,Windows 10,2.14,2021
Acer,Model_2326,Intel i5,32.0,2048,19.7,408.9130043965698,Windows 11,1.68,2022
HP,Model_9182,,8.0,256,15.8,1305.7591343179683,macOS,1.74,2021
Dell,Model_7364,Intel i9,32.0,256,15.2,1148.808914610147,macOS,1.71,2024
Razer,Model_1245,Apple M1,16.0,512,14.1,1614.1749918731296,Windows 11,1.5,2023
HP,Model_6100,Intel i7,8.0,1024,14.3 inches,$1085.59,Windows 11,1.63,2022
Dell,Model_463,Intel i9,16.0,512,15.5,916.1153493325073,Windows 10,1.64,2021
HP,Model_3288,AMD Ryzen 7,16.0,1024,13.1,1038.114980427988,Windows 11,1.59,2023
HP,Model_1299,Intel i5,64.0,256,15.2,1131.0557134682626,macOS,1.83,2021
HP,Model_763,Intel i9,32.0,512,15.5,1719.9866465616212,Windows 10,1.91,2018
Asus,Model_7754,AMD Ryzen 7,,1024,15.6,1271.9038642409316,Windows 10,2.12,2024
HP,Model_9866,Intel i7,64.0,256,19.4,1185.3945152387898,Windows 10,1.69,2021
Razer,Model_4050,AMD Ryzen 5,64.0,256,18.4,1227.5214266228027,Windows 10,1.58,2018
Asus,Model_8366,Apple M1,16.0,512,15.5,1255.6685006776988,Windows 10,1.62,2021
Microsoft,Model_5814,AMD Ryzen 5,N/A,512,16.3,941.5963567309363,macOS,1.74,2018
Asus,Model_5329,AMD Ryzen 7,32.0,1024,15.2,322.2172335784062,Windows 10,1.92,2020
Microsoft,Model_2007,AMD Ryzen 7,64.0,0TB,16.5,844.3629497919715,macOS,1.68,2024
Lenovo,Model_8178,Apple M1,16.0,2048,17.4,625.995212722951,macOS,2.28,2024
Acer,Model_303,Intel i9,32.0,512,15.3,$1183.07,Windows 10,1.77,2018
Lenovo,Model_8637,Intel i5,16.0,2048,12.2,$2188.55,macOS,2.54,2022
Lenovo,Model_5760,Apple M1,,0TB,15.1,660.3333239396915,macOS,1.8,2018
Asus,Model_5841,AMD Ryzen 7,,256,16.9,861.4931912531122,Windows 10,1.76,2023
Apple,Model_1381,,8.0,2048,16.5,1137.7194674129987,Windows 10,1.81,2020
Lenovo,Model_8105,Intel i5,32.0,1024,16.4,872.3908589983932,Windows 11,2.14,2024
Acer,Model_9555,Intel i9,64.0,2048,13.3,$994.94,Windows 11,1.75,2018
Lenovo,Model_7184,Intel i5,32.0,1024,16.1,494.612958556687,Linux,2.19,2019
Microsoft,Model_8498,AMD Ryzen 7,64.0,1024,18.2,1075.8329457338825,Linux,2.17,2019
Apple,Model_360,Intel i7,32.0,2048,13.6,1465.603439717598,Windows 10,1.73,2022
Razer,Model_5527,AMD Ryzen 5,64.0,1024,13.6,1124.4464970035879,macOS,1.79,2021
Razer,Model_7203,Intel i5,8.0,512,16.0,,Windows 10,2.48,2024
Apple,Model_2814,Apple M1,64.0,256,19.0,994.772678135311,Windows 11,1.64,2019
Dell,Model_1032,Apple M1,16.0,256,12.9,952.7390926872681,Windows 10,2.99,2022
Lenovo,Model_7337,Intel i9,32.0,2048,16.6,1335.2529593382885,Windows 10,1.81,2020
Dell,Model_2572,AMD Ryzen 7,8.0,256,15.5,913.0013822644898,macOS,2.47,2024
Razer,Model_2179,Intel i7,16.0,1024,15.7,1762.9986524829524,Windows 10,1.75,2022
Asus,Model_3855,Intel i7,64.0,512,15.9,1140.463652492462,Windows 11,2.0,2023
Acer,Model_8386,AMD Ryzen 7,8.0,2048,16.1,658.6320792570488,Windows 11,1.67,2018
Asus,Model_3164,,64.0,512,14.3,1585.6161741675942,Windows 11,1.5,2018
Apple,Model_980,Intel i7,16.0,512,13.1,1029.2365251531817,Windows 11,1.81,2023
HP,Model_5210,Intel i9,,1024,15.7,1168.423224416439,Linux,2.09,2022
HP,Model_4969,Intel i5,64.0,256,14.6,$1267.32,Linux,2.12,2021
Dell,Model_972,Apple M1,32.0,256,18.8,1589.3497797546333,Windows 11,1.34,2024
Microsoft,Model_656,AMD Ryzen 5,16.0,2048,14.6,1085.4384098599157,macOS,0.87,2024
Asus,Model_3012,AMD Ryzen 7,16.0,256,17.9,728.1067060626108,Linux,1.39,2023
Razer,Model_4448,Intel i7,8.0,512,16.8,2012.6379505722598,Windows 10,2.24,2022
Asus,Model_7794,Intel i9,8.0,256,15.4,1394.8460634148282,Windows 11,1.33,2024
Acer,Model_8997,Intel i7,,2048,17.2,1061.3820850770257,macOS,2.11,2024
Microsoft,Model_6007,Intel i7,,512,12.4,1423.9846668039766,Windows 11,1.16,2019
Apple,Model_695,AMD Ryzen 5,32.0,256,18.4,839.1056246588573,Windows 11,1.83,2020
Apple,Model_7231,AMD Ryzen 7,64.0,1024,15.6,$768.30,macOS,2.64,2019
Lenovo,Model_1198,Intel i9,32.0,512,17.1,1353.918845401462,Windows 11,2.47,2021
Razer,Model_2918,Intel i7,32.0,2048,14.6 inches,1371.9459192040304,Windows 10,2.13,2018
Lenovo,Model_2897,Intel i9,64.0,1024,14.0,1605.746808105795,Linux,1.79,2020
Dell,Model_4373,AMD Ryzen 5,32.0,512,16.9,1118.573844297448,Windows 11,1.61,2021
Acer,Model_4107,Intel i9,32.0,0TB,16.7,1852.9959585494748,Windows 10,1.64,2020
HP,Model_8442,AMD Ryzen 7,64.0,1024,14.4,422.53513436771686,Windows 10,0.71,2022
Dell,Model_2979,Intel i5,16.0,2048,13.6,1911.8972084339027,Windows 10,1.09,2024
Lenovo,Model_5788,Intel i5,,1TB,14.7,,macOS,1.56,2020
Acer,Model_6684,Apple M1,64.0,256,16.8,1535.13950958645,macOS,1.88,2018
Lenovo,Model_4214,AMD Ryzen 7,16.0,512,14.5,838.8371907925689,macOS,1.77,2023
Razer,Model_3596,Apple M1,32.0,512,14.6,820.2032437647865,Linux,1.47,2024
Razer,Model_9152,Intel i7,8.0,1024,13.6,1739.218497525785,Windows 10,2.17,2024
Razer,Model_5628,Intel i9,64.0,0TB,10.4,$2128.81,Windows 11,1.97,2021
Acer,Model_3021,Intel i5,64.0,1024,16.8,$1425.82,Windows 10,1.49,2024
Acer,Model_9731,Intel i7,64.0,256,18.6,1368.2377274211942,Windows 11,2.73,2024
Lenovo,Model_4829,Apple M1,32.0,512,15.1,1354.275669864633,Windows 11,1.03,2020
Microsoft,Model_1266,Intel i9,64.0,2048,14.1,821.9972683313213,Windows 10,1.66,2024
Apple,Model_5427,Intel i7,,1024,15.4,1113.5097720995802,Windows 11,0.84,2019
HP,Model_565,AMD Ryzen 5,32.0,256,19.2,1630.74127958009,Windows 10,1.93,2021
Acer,Model_3715,Intel i9,16.0,256,14.4,1079.3418679890965,macOS,2.64,2020
Apple,Model_5725,Apple M1,64.0,2048,14.6,737.3567000526466,Linux,1.8,2023
HP,Model_7648,Intel i9,16.0,2048,18.7,1607.0710344393299,Windows 11,2.14,2020
Microsoft,Model_1547,Intel i9,32.0,1024,16.0,801.7649988300919,macOS,1.48,2019
Lenovo,Model_446,Intel i9,16.0,2048,16.5,306.45865452896123,Linux,1.98,2050
Microsoft,Model_5514,AMD Ryzen 5,32.0,1024,15.2,1555.2722492547382,macOS,1.63,2021
Razer,Model_8848,Apple M1,8.0,256,16.4,1581.5198159487513,macOS,1.62,2020
Lenovo,Model_3920,Intel i9,64.0,512,15.7,1241.5016931533808,Windows 10,0.63,2019
Asus,Model_1313,Intel i5,8.0,1024,16.4,1041.1701274147188,Windows 10,1.63,2018
Lenovo,Model_153,AMD Ryzen 5,32.0,512,17.0,933.4704873821903,Linux,0.98,2022
Dell,Model_1297,AMD Ryzen 5,8.0,512,13.4,1637.7699462569267,macOS,2.81,2018
Razer,Model_4224,Apple M1,32.0,1024,14.1,1853.2849663915526,Linux,1.49,2020
Microsoft,Model_4521,Intel i5,32.0,1024,16.2,1687.5765951591482,macOS,1.52,2022
Acer,Model_1107,Apple M1,,1024,16.0,996.7818984750511,macOS,0.84,2022
Apple,Model_814,Apple M1,64.0,512,15.4,1566.626089109794,Windows 10,1.08,2021
Apple,Model_8905,AMD Ryzen 5,32.0,256,16.2,$1288.05,macOS,1.78,2024
Acer,Model_7975,AMD Ryzen 7,16.0,256,13.5,1517.6113503862466,Windows 10,0.84,2018
Lenovo,Model_1843,Intel i5,16.0,256,15.5,$685.05,Windows 11,1.65,2022
HP,Model_4668,Intel i7,8.0,2048,14.7,894.2237034679177,Linux,1.37,2022
Apple,Model_2266,Intel i5,8.0,1024,15.4,1125.9475867638564,macOS,1.98,2020
Microsoft,Model_5130,Apple M1,64.0,256,15.4,1815.3089077259142,Windows 11,1.78,2022
Asus,Model_6960,Intel i5,64.0,1024,17.0,$649.34,Linux,2.1,2023
HP,Model_7474,AMD Ryzen 5,64.0,2048,16.9,1205.2746698107705,macOS,1.48,2020
Razer,Model_2528,AMD Ryzen 5,16.0,256,17.0,167.3723776858867,Windows 10,1.21,2019
HP,Model_65,Intel i9,64.0,2048,15.7,1029.350247848841,Mac OS,1.66,2023
Acer,Model_7791,Apple M1,16.0,256,19.1,1845.5891584466199,Windows 11,1.62,2019
Asus,Model_7792,AMD Ryzen 7,64.0,256,15.5,772.3262953352889,Linux,1.74,2020
Lenovo,Model_2450,AMD Ryzen 5,64.0,256,15.7,1765.874407209255,macOS,2.04,2022
Dell,Model_8192,Intel i9,64.0,2048,15.4,759.8289646913377,macOS,0.96,2018
Microsoft,Model_5278,Intel i7,32.0,2048,15.2,1262.5944155318462,Windows 10,0.84,2023
Lenovo,Model_7577,Intel i7,64.0,2048,14.0,1468.1720707236896,Windows 10,1.86,2024
HP,Model_8580,,8.0,256,17.9,1020.1048235476633,Linux,1.95,2019
Apple,Model_3645,Intel i7,32.0,2TB,13.4,2008.6506560081464,Windows 10,1.93,2019
Razer,Model_8990,AMD Ryzen 5,32.0,2048,12.6,1525.3698929282032,macOS,2.13,2019
Apple,Model_8294,AMD Ryzen 5,8.0,512,13.1,1501.007441886407,macOS,1.35,2022
Asus,Model_538,Apple M1,32.0,512,15.6,793.1139303504235,Windows 10,0.95,2018
Microsoft,Model_3666,Intel i7,8.0,256,15.1,782.3738815920997,Windows 10,1.43,2021
Apple,Model_7316,Intel i7,16.0,1024,15.7,1392.0107997615748,Windows 10,0.76,2023
Asus,Model_4086,Intel i5,16.0,512,17.5,775.9181708723776,Windows 10,1.77,2023
Dell,Model_4681,Intel i7,32.0,2048,15.7,494.9567142723017,Linux,1.23,2023
Razer,Model_8585,AMD Ryzen 5,8.0,256,19.2,1288.6809170342613,Windows 10,2.19,2020
HP,Model_3417,Intel i9,64.0,2048,16.9,$1055.02,Windows 10,1.24,2020
Acer,Model_7346,Intel i5,64.0,2TB,13.3,1205.5034501035343,macOS,1.66,2024
Dell,Model_127,AMD Ryzen 7,eight GB,256,19.2,1434.4963375970128,Windows 11,1.4,2020
Asus,Model_6298,AMD Ryzen 7,64.0,1024,17.7 inches,1327.676249235792,Linux,1.41,2024
Acer,Model_5364,Intel i9,32.0,2048,12.1,1577.467687370146,Linux,1.81,2018
Microsoft,Model_8358,Intel i7,16.0,1024,14.1,1616.8592983471933,Linux,2.07,2021
Apple,Model_77,AMD Ryzen 7,32.0,256,15.7,778.9282864387667,Windows 11,1.8,2022
HP,Model_5948,Intel i5,,256,15.0,879.5786369868233,Windows 11,2.28,2021
HP,Model_2824,Apple M1,32.0,1024,13.3,1435.15212131494,Linux,2.42,2019
Lenovo,Model_6946,Intel i7,16.0,256,12.0,1167.4504721124754,windows 10,2.48,2019
Apple,Model_4286,AMD Ryzen 5,,2048,16.8,1064.472384964365,Linux,1.86,2022
Razer,Model_607,Intel i7,32.0,2048,14.5,1909.2640398348744,Windows 11,1.19,2018
